Source,Author,Text,Party,Division,Sentiment
74_b_ksiazka.txt,Poseł Dariusz Rosati,"Panie Marszałku! Wysoka Izbo! Panie Ministrze! Największą słabością polityki zagranicznej pod rządami PiS jest to, że jest podporządkowana polityce wewnętrznej. Te wszystkie obsesje antyeuropejskiej, antyniemieckie, które dominują w polityce wewnętrznej i są podstawą podziałów, bardzo głębokich podziałów w polskim społeczeństwie, zostały niestety przeniesione na politykę zagraniczną. I pan ma niestety w tym swój udział. Jeśli domaga się pan tego, aby Polska była skuteczna w swojej polityce zagranicznej, żeby Polska pozycja, status międzynarodowy był odpowiedni do naszych ambicji, to musi pan tę sytuację zmienić, musi pan się otworzyć na Zachód. MSZ, polska polityka zagraniczna lawiruje między Wschodem a Zachodem. Tworzymy instytucje i struktury regionalne, które mają zastąpić Unię Europejską. Nie idźcie tą drogą, dlatego że wszystkie te współprace regionalne to oczywiście świetny pomysł, ale one mogą być uzupełnieniem Unii Europejskiej. Unia Europejska to nasi przyjaciele, to nasi sojusznicy. Panie Ministrze!  Niech pan nie szuka wrogów po tamtej stronie. Wrogowie są na Wschodzie. Proszę wziąć kurs na Zachód.  ",KO,Lewica,"{'neg': 0.088, 'neu': 0.86, 'pos': 0.053, 'compound': -0.7696}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Marcin Gwóźdź, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Marcin Gwóźdź,"Panie Marszałku! Panie Ministrze! Wysoka Izbo! Dzisiaj ważny polityk Platformy Obywatelskiej, kiedyś minister spraw zagranicznych powiedział: Kto stoi plecami do Unii Europejskiej, do Niemiec, ten będzie stał twarzą w kierunku Rosji. Proszę państwa, dzisiaj Polska stoi twarzą w kierunku Rosji i wspiera walczącą Ukrainę. I tak się robi politykę zagraniczną. Druga kwestia: błędna polityka z Czechami w sprawie Turowa. Czy państwo już nie pamiętacie wyroku TSUE? Gdybyśmy zrealizowali ten wyrok, na Dolnym Śląsku nie byłoby dzisiaj prądu. A mówi to były minister spraw zagranicznych, który pochodzi z Dolnego Śląska. Dzisiaj w Parlamencie Europejskim mówi się o projekcie rozporządzenia, które ma zredukować metan w sektorze energetycznym i zmienić rozporządzenie Unii Europejskiej. Jeśli do tego dojdzie, będzie to atak na polską energetykę i polską gospodarkę. Ale, panie ministrze, miało być dzisiaj o gospodarce, więc chciałbym zwrócić uwagę na ekspansję gospodarczą Chin na arenie międzynarodowej, a szczególnie na projekt Inicjatywa Pasa i Szlaku. Projekt ten to współczesna gospodarcza odpowiedź na Jedwabny Szlak. Ocena sporządzona przez Bank Światowy ukazuje oszałamiającą skalę przedsięwzięcia i znaczenie tego projektu. W opinii Chin, ale nie tylko, to projekt stulecia, wart kilkaset miliardów dolarów, a może i więcej. Mimo że w odrodzeniu jedwabnych szlaków fundamentalną rolę ewidentnie odgrywają Chiny i ich stolica, to dla wielu mieszkańców Azji Środkowej jest to istotny cel i projekt, który nie może pozostać niezauważony. Państwa Azji Środkowej widzą w projekcie ewidentne korzyści i wykorzystują ideę do własnych lokalnych celów. Europa, a szczególnie Polska, nie może pozostać bierna, wręcz przeciwnie  powinna odgrywać znaczącą rolę, nie tylko ze względu na swoje położenie geograficzne, ale również ze względu na trwający konflikt rosyjskoukraiński. Już w 2015 r. Bank EksportowoImportowy Chin oznajmił, że w ramach Inicjatywy Pasa i Szlaku rozpoczął finansowanie 1 tys. projektów w 49 krajach, również w krajach Afryki. Ukazuje to, że projekt ma znacznie szerszy wymiar niż tylko gospodarczy. Wielu ekspertów zwraca uwagę na zastawione pułapki związane z tą inicjatywą. Państwa biorące udział w Inicjatywie Pasa i Szlaku wpadają w pułapkę zadłużenia. Wskutek tego tracą one kontrolę nad swoją infrastrukturą, która często przechodzi w zarząd Chin, lub stają się zależne od nich w prowadzeniu swojej polityki. W ten sposób Pekin tworzy podstawę do intensywnej ekspansji gospodarczej i politycznej. Chiny dzięki pozycji hegemona gospodarczego coraz mocniej oddziałują również na sytuację polityczną w Unii Europejskiej oraz w całej Europie. Świadczy o tym ostatnia wizyta prezydenta Francji Emmanuela Macrona oraz przewodniczącej Komisji Europejskiej Ursuli von der Leyen. Jak donosi prasa, delikatnie rzecz ujmując, wizyta nie zakończyła się sukcesem, a prezydent Macron jest w swoim kraju mocno krytykowany, szczególnie za wypowiedź o napięciach w rejonie Tajwanu. .",PiS,Prawica,"{'neg': 0.035, 'neu': 0.909, 'pos': 0.056, 'compound': 0.8061}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Michał Jach, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Michał Jach,"Panie Marszałku! Wysoka Izbo! Panie Ministrze! Pozwolę sobie rozpocząć moje wystąpienie, cytując fragment wystąpienia śp. pana prof. prezydenta Lecha Kaczyńskiego w Metropolitan Club w 2009 r. Tradycją mojego narodu jest walka za wolność waszą i naszą. Ta tradycja jest mi niezmiernie bliska, ale przywiązanie do niej to  wbrew krytykom  niejedyna przesłanka mojej polityki. Odrzucając wszelkie sentymenty, przesłankę najważniejszą stanowią interesy mojego kraju, Europy, świata.  Podkreślam, że nie idzie tutaj tylko o Polskę, lecz o wszystkie kraje Unii Europejskiej i do niej aspirujące  o cały krąg cywilizacyjny, do którego należymy. Nie dlatego warto go bronić, że jest to cywilizacja jedyna, są wszak inne; ani dlatego, że to cywilizacja nasza; lecz dlatego, że właśnie ta cywilizacja jest szczególnie przychylna człowiekowi. To mówił prezydent. Ale od tego czasu Unia Europejska zmieniła się i prawa człowieka są rozumiane nieco inaczej albo, można powiedzieć, diametralnie inaczej niż jeszcze kilkanaście lat temu. I dlatego, panie ministrze, po wysłuchaniu pańskiego expos chcę podziękować, że pan reprezentuje i tworzy naszą politykę międzynarodową i realizuje cele właśnie w tym zakresie, o którym mówił wtedy pan prezydent Lech Kaczyński: za wolność waszą i naszą. Oczywiście dominującym celem tej polityki, co widać jasno, jest zapewnienie szeroko rozumianego bezpieczeństwa Rzeczypospolitej, bo jak powiedział kiedyś wielki dowódca NATOwski: bezpieczeństwo nie jest wszystkim, ale bez bezpieczeństwa wszystko jest niczym. To bezpieczeństwo jest bardzo szeroko rozumiane, ale w tym kontekście było przesłanie, w domyśle, że kluczowym elementem tego bezpieczeństwa jest bezpieczeństwo zewnętrzne, bezpieczeństwo militarne, bo to bezpieczeństwo jest kwestią egzystencjalną dla każdego państwa. Chcę podkreślić, że nie 19 tylko z tego wystąpienia, ale z realiów wynika, że w zakresie bezpieczeństwa zewnętrznego, militarnego okres rządów Prawa i Sprawiedliwości, a szczególnie ostatnie 3 lata, to jest podniesienie poziomu bezpieczeństwa Rzeczypospolitej  to bardzo, bardzo wysoki poziom, z kierunkiem coraz bardziej rozwijającym to wzmocnienie. Podniesienie poziomu bezpieczeństwa militarnego w Polsce to jest również m.in. podniesienie pozycji Rzeczypospolitej na arenie międzynarodowej. Polityka, którą realizuje resort, ale również cały rząd, polityka bezpieczeństwa militarnego, panie ministrze  bezpieczeństwo militarne jest domeną komisji, którą kieruję  jest sukcesem, jest powodem do tego, ażebyśmy my wszyscy, którzy to obserwowaliśmy, dziękowali panu ministrowi i wszelkim instytucjom w Polsce, które się do tego przyczyniają. Polska jest postrzegana jako ekspert, a przynajmniej jako państwo, które jest ważnym elementem w debatach międzynarodowych dotyczących bezpieczeństwa regionalnego i metod postępowania z tym barbarzyńskim państwem, jakim jest Rosja putinowska. Ale nie tylko putinowska, bo sama Rosja jest konstruktem, w którym to barbarzyństwo i dążenie do wojny jest wpisane w mentalność tego narodu, niezależnie od tego, czy tam jest szefem car, gensek czy prezydent Putin. Dlatego, panie ministrze, polityka, którą pan realizuje w zakresie domagania się restrykcji wobec Rosji, jest jak najbardziej godna pochwały i realizowania. Polska jest państwem, które stara się wprowadzić wszelkie możliwe rozwiązania, które napiętnują Rosję, a jednocześnie doprowadzą do jej ukarania. Panie Ministrze! W imieniu klubu chciałem szczególnie podziękować za to, co pan robi, a więc za wystąpienie i dążenie do tego, ażeby NATO wycofało się całkowicie z aktu stanowiącego o podstawach wzajemnych stosunków, współpracy i bezpieczeństwa, podpisanego w 1997 r. Jest to akt, którego Rosja praktycznie nigdy nie realizowała, od samego początku, a od kilku lat permanentnie go łamie, jest to niej tylko dokument służący do tego, żeby mogła uderzać w nasz Sojusz i w Polskę. Ważne jest również konsekwentne działanie naszego resortu, ażeby doprowadzić do międzynarodowych rozstrzygnięć dotyczących przejęcia majątku Rosji i rosyjskich oligarchów i przekazania go na rzecz odbudowy Ukrainy, ponieważ Rosja pomimo wielu wojen, które spowodowała w ostatnich latach, nie poniosła żadnych konsekwencji z tego tytułu. Wierzymy, że pańskie działanie doprowadzi do tego, że Rosja stanie przed trybunałem, który doprowadzi do pociągnięcia jej Chodzi o trybunał, nad którego powołaniem rozpoczęliśmy w Sejmie debatę  trybunał do spraw zbrodni agresji przeciw Ukrainie. Panie Ministrze! Za prowadzenie polityki zewnętrznej, która tak podniosła poziom bezpieczeństwa zewnętrznego Polski, chciałem panu w imieniu klubu serdecznie i gorąco podziękować. Dziękuję bardzo.   74.",PiS,Prawica,"{'neg': 0.025, 'neu': 0.888, 'pos': 0.087, 'compound': 0.9905}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Dobromir Sośnierz, Wolnościowcy. ",PiS,Prawica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
74_b_ksiazka.txt,Poseł Dobromir Sośnierz,"O ile jest zrozumiałe, że rząd będzie chwalił swojego ministra, o tyle ja z ubolewaniem stwierdzam, że nawet krytyka płynąca z ust większości opozycji zupełnie źle diagnozuje przyczyny problemów, jakie ma Polska na arenie międzynarodowej. To, czy minister jest taki czy inny, to może dodać plus minus 10 do tego, jak państwo jest silne na arenie międzynarodowej. Cała reszta jest skutkiem siły tego państwa. Dlaczego nie może prowadzić suwerennej polityki międzynarodowej państwo, które jest całkowicie uzależnione od zewnętrznej kroplówki finansowej? Tak nie ma i nie będzie. I to wszyscy, cała klasa polityczna doprowadza do tego stanu. Czy to niemiecka partia dla Polaków, czy to partia uzależniona od transferów socjalnych  wszyscy prowadzicie do tego samego efektu. Bierzecie pieniądze z zewnątrz, od obcych dworów, od obcych rządów, potem się dziwicie, że nie macie żadnego ruchu. Przecież te pieniądze właśnie po to są. Unia Europejska to jest próba budowy imperium niemieckiego środkami pokojowymi. Te pieniądze to jest inwestycja w uległość rządów. Jeśli tego nie rozumiecie, jeśli chcecie brać te pieniądze i nie chcecie być ulegli, to nie rozumiecie. Przynajmniej stronnictwo pruskie rozumie, po co to jest, tak? Przynajmniej będzie uległe i będzie dostawało nagrodę od swojego pana. A wy próbujecie brać pieniądze i nie chcecie być posłuszni  tak się nie da. Jeśli chcecie być niezależni, to nie możecie brać cudzych pieniędzy. Przecież łatwo sobie wyobrazić, próbując się na 5 minut postawić w odwrotnej sytuacji, co byśmy zrobili, gdybyśmy to my byli w stanie finansować rząd w cudzym kraju. Obiecalibyśmy, że dostanie pierdylion złotych, pierdylion jakichś tam ich rupii, i tylko poczekalibyśmy, aż premier tego kraju wróci do kraju, odtrąbi sukces, już rozda te pieniądze na papierze, a może nawet zacznie już je wydawać na poczet tego, co za chwilę ma przyjść, poczekalibyśmy do tego momentu i powiedzieli: Wiesz co? Jednak ci nie damy. I teraz zrób sztuczkę, Burek, zrób sztuczkę: wdrażaj mi tu kamień milowy, a tu zrób reformę sądów. I tak będzie. Dobry Burek, zrobiłeś. Albo nie, jeszcze ci nie dam, jeszcze jedną sztuczkę zrobisz. Naprawdę nie przewidujecie, że tak to się musi skończyć? Państwo, które próbuje żyć ponad stan, jest jak narkoman próbujący żyć z chwilówek. Nie możecie prowadzić polityki czternastek, piętnastek, socjalów i innych takich rzeczy, jeśli chcecie prowadzić niezależną politykę międzynarodową. No nie możecie, to się musi zgadzać. Jeśli chcecie dostawać pieniądze z zewnątrz, to musicie się liczyć z takimi właśnie kosztami. Jeśli Polska ma wykorzystać tę sytuację, to przesilenie na swoją korzyść, to musi zerwać z całą we wnętrzną polityką, która jest kulą u nogi, z tą polityką, która powoduje, że Polska nie potrafi uniezależnić się od finansowania z zewnątrz. Polska musi postawić na wolny rynek. Polska musi postawić na politykę, w której obywatele będą bogaci tym, co mają w portfelach, a nie tym, co dostają od rządu. Musi postawić na pracę, a nie na 4dniowy dzień pracy, nie na kredyty za 2 finansowane przez podatników. Na to musimy postawić i wtedy będziemy mogli się postawić. Bo właśnie się budzimy z tej geopolitycznej drzemki, gdzie po 30 latach takiej beztroskiej twórczości nagle cały świat widzi nas bez spodni, jak my tu jesteśmy kompletnie nieprzygotowani: armii nie mamy, pieniądze wydane, zadłużenie potworne, dziura budżetowa tylko rośnie, dług emerytalny puchnie. A wy jeszcze w tym czasie proponujecie emerytury stażowe, trzynastki, czternastki, piętnastki? Przecież to jest sabotaż własnego państwa. W sytuacji, kiedy już w tej chwili 13 budżetu to są emerytury, wy chcecie to rozpompować jeszcze bardziej. No jak to państwo ma działać? Jak sobie wyobrażacie niezależną politykę w tej sytuacji? Te naiwne głosy, które tu padały ze strony niektórych posłanek z lewej strony, które mówiły o wartościach, o tym, że Polska za czasów opozycji zacznie wreszcie realizować politykę klimatyczną, opierają się na totalnym nierozumieniu, że polityka międzynarodowa ma charakter transakcyjny. Ta ideologia ekologiczna czy jakkolwiek inna to są tylko bajeczki dla frajerów, którym trzeba uzasadnić swój interes polityczny. Gaz był ekologiczny, dopóki Niemcy go mieli. Nord Stream się zepsuł i gaz już nie jest ekologiczny. Tak to działa. I wy się też tego nauczcie. Przestańcie żyrować cudzą politykę zagraniczną po polsku, przestańcie tłumaczyć niemiecki interes na polski i przestańcie uzależniać Polskę od transferów z Niemiec, a wtedy będziemy mogli prowadzić własną politykę. Dziękuję. ",Wolnościowcy,Prawica,"{'neg': 0.057, 'neu': 0.91, 'pos': 0.033, 'compound': -0.9409}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Andrzej Kryj, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Andrzej Kryj,"Szanowny Panie Marszałku! Szanowny Panie Ministrze! Wysoka Izbo! Pełnoskalowa wojna Rosji przeciwko Ukrainie oraz mocno zróżnicowana reakcja poszczególnych krajów na ten fakt sprawiły, że w Europie zaczął się rodzić nowy ład. I myślę, że z tym stwierdzeniem jako oczywistą oczywistością każdy z nas się zgodzi. Jedna z moich koleżanek stwierdziła, że po 24 lutego 2022 r. Polska zachowała się jak trzeba. I to, że zachowaliśmy się jak trzeba, jest dostrzegane na świecie. Dzięki natychmiastowemu wsparciu Ukra .",PiS,Prawica,"{'neg': 0.09, 'neu': 0.878, 'pos': 0.031, 'compound': -0.6679}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pani poseł Monika Pawłowska, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Monika Pawłowska,"Szanowny Panie Marszałku! Panie Ministrze! Wysoka Izbo! Jesteśmy w decydującym momencie naszej historii. Polska po 1989 r. przez wiele lat była uzależniona od rosyjskich surowców i wpływów rosyjskich służb na politykę naszego kraju. Teraz możemy śmiało powiedzieć, że jest wolna. Jesteśmy krajem, który niezmiennie od 2015 r. buduje swoją niezależność i pozycję na arenie międzynarodowej, m.in. dzięki dobrze prowadzonej polityce zagranicznej. Panie Ministrze! Polska z przysłowiowego chłopca do bicia stała się dumnym państwem, które zwłaszcza w kontekście barbarzyńskiej wojny na Ukrainie jest wizytówką wolności i solidarności na świecie. Wciąż patrzymy, jak państwa Europy Zachodniej nie mogą wyzwolić się z kajdan rosyjskiego imperializmu i rosyjskich wpływów w praktycznie każdej dziedzinie życia. Zasada współpracy z Rosją, taką, jaka ona jest, odeszła na szczęście do lamusa. Przez wiele lat Prawo i Sprawiedliwość nie było słuchane w debacie o sytuacji na świecie, bo mówiliśmy jasno  Rosja jest naszym największym zagrożeniem. To śp. Lech Kaczyński, prezydent, ostrzegał: najpierw Gruzja, potem Ukraina, później państwa nadbałtyckie, przewidywał też, a następnie być może i nasza kolej. Zapłacił za swoją postawę najwyższą cenę. Wiele lat opozycja starała się stworzyć wizerunek Prawa i Sprawiedliwości jako partii rusofobów. Sam  74.",PiS,Prawica,"{'neg': 0.034, 'neu': 0.885, 'pos': 0.081, 'compound': 0.8302}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pani poseł Ewa Szymańska, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Ewa Szymańska,"Szanowny Panie Marszałku! Wysoki Sejmie! Szanowny Panie Ministrze! Polska utrzymuje stosunki dyplomatyczne ze wszystkimi państwami członkowskimi Organizacji Narodów Zjednoczonych, a także z podmiotami spoza ONZ, m.in. z Watykanem czy Palestyną. Posiada w tych krajach ponad 90 ambasad, niektóre z nich posiadają akredytację poza państwami przyjmującymi. Dyplomacja realizowana jest również przez stałe przedstawicielstwa przy organizacjach międzynarodowych i w niektórych krajach, których państwowość jest nieuznawana. Ponadto Polska posiada 33 konsulaty generalne w 19 krajach świata. Polityka poprzedniego rządu w latach 2007201była nastawiona na zwijanie państwa, likwidowano wiele różnego rodzaju placówek w kraju, jak chociażby komisariaty Policji czy placówki pocztowe. Nie ominęło to również polskich placówek dyplomatycznych. Likwidowano ambasady, konsulaty, przedstawicielstwa. Dotyczy to przynajmniej 12 ambasad, 17 konsulatów generalnych i kilku przedstawicielstw. Nasz rząd od 2016 r. stara się to zmienić, tworząc czy odtwarzając ambasady, konsulaty i stałe przedstawicielstwa. Wielu placówkom podniesiono klasę, a zarazem rangę, jak chociażby konsulatowi Rzeczypospolitej Polskiej w Montrealu  jest on teraz konsulatem generalnym. Klasa Agencji Konsularnej Rzeczypospolitej Polskiej w Irbilu podniesiona została również do klasy konsulatu generalnego. Tak na marginesie, miasto Irbil w irackim Kurdystanie jest najstarszym zamieszkałym od ponad 8 tys. lat miastem świata. W ostatnich latach została znacząco zintensyfikowana polityka Polski wobec państw afrykańskich. Nastąpił rozwój dyplomacji w tym kierunku i utworzone zostały wcześniej zlikwidowane przez rząd POPSL Ambasada Rzeczypospolitej Polskiej w Re .",PiS,Prawica,"{'neg': 0.0, 'neu': 0.987, 'pos': 0.013, 'compound': 0.3769}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Tadeusz Woźniak, Prawo i Sprawiedliwość. 20 ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Tadeusz Woźniak,"Panie Marszałku! Wysoki Sejmie! Panie Ministrze! Polityka uległości wobec Rosji i Niemiec, tak haniebnie budowana w latach 20072015, zwijanie polskiej dyplomacji, a więc polskiej obecności w świecie, stawianie dobra jednostki ponad dobrem państwa i narodu  mam nadzieję, że to wszystko na zawsze przeszło do historii. Wierzę, że już nigdy nie powiedzą na Kremlu, że polski premier to ich człowiek w Warszawie, że już nigdy polski premier nie zrzeknie się swojej godności w Warszawie, by de facto służyć interesom Berlina. Wizyty zagraniczne byłej pani premier w Berlinie i ówczesnego prezydenta w Tokio do dzisiaj wywołują poczucie wstydu w każdym zdroworozsądkowym Polaku. Cieszę się, że od blisko 8 lat Polska prowadzi własną, niezależną i godną politykę i że nie jest już na kolanach. Panie Ministrze! Swoje wystąpienie, co zrozumiałe, rozpoczął pan od pochylenia się nad sytuacją wojenną w Europie, od kwestii solidarności wolnego świata z ofiarą napaści i zbrodniczych działań wojennych. Po hybrydowych atakach na Polskę ze strony Białorusi, a następnie po pełnoskalowej napaści Federacji Rosyjskiej na Ukrainę działalność polskich placówek w Rosji, Białorusi i Ukrainie napotyka znaczne utrudnienia. W latach 20222023 Rosja i Białoruś wydaliły łącznie kilkudziesięciu polskich dyplomatów. Retoryka prezydentów oraz innych czołowych polityków współczesnych Rosji i Białorusi jest wyraźnie nieprzychylna, a nawet wroga wobec Polski. Władze rosyjskie publicznie uznały Polskę za państwo nieprzyjazne. Polskie Ministerstwo Spraw Zagranicznych wydało ostrzeżenie dla obywateli polskich planujących wyjazd do Rosji, w którym czytamy: W związku z sytuacją na Ukrainie i ograniczonymi możliwościami podróży powrotnej do Polski MSZ odradza wszelkie podróże do Rosji. Obywatelom polskim pozostającym w Federacji Rosyjskiej rekomendujemy opuszczenie jej terytorium dostępnymi środkami komercyjnymi i prywatnymi. Tak pisali polscy urzędnicy 3 marca. W ostatnich dniach MSZ ponowiło swoje ostrzeżenie. Komunikat z 31 marca brzmi następująco: Ministerstwo Spraw Zagranicznych przypomina o ostrzeżeniu dla podróżujących do Federacji Rosyjskiej, które pozostaje aktualne. Pragnę podkreślić, że dzisiaj, tj. 13 kwietnia, obchodzimy Dzień Pamięci Ofiar Zbrodni Katyńskiej, zbrodni popełnionej na polskich oficerach wziętych do niewoli po napaści Rosji sowieckiej na Polskę w 1939 r. Nie możemy jednak udać się dziś do Katynia ani do innych miejsc, aby pokłonić się prochom Polaków pomordowanych przez sowieckich oprawców. Nie możemy modlić się w ich intencji i w intencji ojczyzny, klęcząc na nieludzkiej ziemi i wspominając bezmiar ofiar zbrodni popełnionych przez imperium zła. Te ofiary zbrodni komunistycznych czekają dziś na nas, a nas tam nie ma. Nie było nas tam, gdy Federacja Rosyjska, będąca spadkobierczynią Związku Socjali  74.",PiS,Prawica,"{'neg': 0.062, 'neu': 0.905, 'pos': 0.033, 'compound': -0.9015}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Piotr Babinetz, Prawo i Sprawiedliwość. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}"
74_b_ksiazka.txt,Poseł Piotr Babinetz,"Panie Marszałku! Wysoka Izbo! Panie Ministrze! Dziękuję bardzo panu ministrowi za tak szerokie przedstawienie polskiej ambitnej, niezwykle aktywnej i skutecznej polityki zagranicznej, tego zgodnie z cytowanym przez pana ministra marszałkiem Piłsudskim, licytowania sprawy polskiej wzwyż. To tak na przekór dzisiejszym krytykom domniemanej sanacyjności tego wystąpienia. Cenne było podkreślenie przez pana ministra wagi spraw Europy Środkowej i ŚrodkowoWschodniej, państw Międzymorza i Trójmorza, w tym rozwoju przyjaźni i wzmacniania współpracy oprócz oczywistych państw Grupy Wyszehradzkiej także z Litwą, Łotwą i Estonią, to np. wspomniany przez pana ministra format ryski, oraz m.in. Rumunią. Jako przewodniczący sejmowej komisji kultury niejako z urzędu chcę się upomnieć o pewne działania w obszarze polityki historycznej oraz szeroko rozumianej kultury i naszego dziedzictwa narodowego. Myślę, że warto tutaj zwrócić uwagę, iż cenne byłoby jeszcze wzmocnienie aktywności i pracy instytutów polskich w tych krajach i nie tylko w tych krajach. Warto wykorzystać np. pamięć wspólnych zwycięskich bojów Polaków i Łotyszy przeciwko bolszewickiej Rosji w 1920 r. czy przypominać o początkach światowego przemysłu naftowego w Polsce dzięki Ignacemu Łukasiewiczowi i następujących zaraz potem podobnych działaniach rumuńskich. Instytuty polskie powinny również organizować różnorodne przedsięwzięcia dotyczące dziesięciu postaci, które zostały przez Sejm i Senat Rzeczypospolitej Polskiej ustanowione patronami tego roku, a przypomnę, że są to: Mikołaj Kopernik, Jan Matejko, Maurycy Mochnacki, Aleksandra Piłsudska, Wojciech Korfanty, Aleksander Fredro, Wisława Szymborska, Paweł Edmund Strzelecki, Jadwiga z Działyńskich Zamoyska i Jerzy Nowosielski, więc jest z kogo wybierać. Oczywiście myślę, że należałoby dobrać trafnie patronów, których warto propagować poprzez instytuty polskie w poszczególnych państwach, tak aby byli to ludzie interesujący dla Polaków czy dla Polonii w tych krajach, ale także, aby ich przypominanie było przydatne w kontekście rozwoju relacji kulturalnych i społecznych Rzeczypospolitej z tymi państwami, z tymi narodami i środowiskami. Ponadto dobrze byłoby tworzyć jeszcze kolejne instytuty polskie, szczególnie na terenie Bałkanów Zachodnich. Wiem, że prace przygotowawcze są tam prowadzone. W Ameryce Łacińskiej, przede wszystkim w Brazylii, w której jest przecież wielka polska diaspora, czy np. we Lwowie. Rozwój współpracy kulturalnej Polski z poszczególnymi państwami będzie również wzmacniał nasze dobre z nimi relacje i będzie cząstką budowy międzynarodowej wspólnoty obrony wolności człowieka oraz obrony niepodległości państw i narodów przed moskiewskimi wrogami wolności i niepodległości. A taką pracą przecież zajmuje się pan minister, za co jeszcze raz panu ministrowi bardzo dziękuję. Dziękuję bardzo.  .",PiS,Prawica,"{'neg': 0.015, 'neu': 0.928, 'pos': 0.057, 'compound': 0.927}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Dziękuję bardzo. Przystępujemy do zadawania pytań. Mamy 1 godzinę na 45 pytań, ale pani marszałek zarządziła posiedzenie Konwentu Seniorów o godz. 17.15 , a więc trzeba będzie ogłosić 10 minut przerwy. Mam nadzieję, że wszyscy państwo się zmieścicie, jeżeli na pytania będzie po 1 minucie. Bardzo proszę, jako pierwsza pani poseł Barbara Bartuś, Prawo i Sprawiedliwość. Pan poseł Witold Zembaczyński, Koalicja Obywatelska. ",PiS,Prawica,"{'neg': 0.098, 'neu': 0.792, 'pos': 0.11, 'compound': -0.0516}"
74_b_ksiazka.txt,Poseł Witold Zembaczyński,"Szanowny Panie Marszałku! Wysoka Izbo! Panie Ministrze! W pana expos zabrakło mi ewidentnie odniesienia do sytuacji w rejonie IndoPacyfiku. Skoro stawia pan relacje ze Stanami Zjednoczonymi ponad relacje z Unią Europejską, dlaczego pominął pan zupełnie sytuację Tajwanu? Skoro oczekuje się od nas również w ramach polityki obecnego rządu, żebyśmy stali z Ukrainą, dlaczego nie stanąć również po stronie Tajwańczyków? Oni bardzo wyraziście dążą do tego, żeby ich sytuacja międzynarodowa i właściwie geopolityczna nie powtórzyła losu Ukrainy. Dlatego uważam, że w tej wypowiedzi zdecydowanie zabrakło odniesienia do tej kwestii, ponieważ konstrukcja expos wydaje się niekonsekwentna. Dziękuję bardzo.  ",KO,Lewica,"{'neg': 0.051, 'neu': 0.92, 'pos': 0.029, 'compound': -0.4829}"
74_b_ksiazka.txt,Wicemarszałek Ryszard Terlecki,"Pan poseł Antoni Macierewicz, Prawo i Sprawiedliwość. Pani poseł Klaudia Jachira, Koalicja Obywatelska. ",PiS,Prawica,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}"
